id,location,mode,required_skills,description
p368,Mumbai,DIGITAL,Good Programming Skills,"<p>XYZ is state-of-art ABC product for lifecycle of asset management. It consists of distinct modules like Asset Planning, Asset Procurement, Asset Inventorization, Asset Operations and Asset Retirement. ABC being primarily a service based company, getting hands-on Product Development experience will be a niche and valuable skill set to the interns. Business research will have limited technical work. It will be more suited to interns who have management aspirations for future. As part of Business Research, interns willl have to perform market research of available Asset Management Products and suggest improvements of exisiting functionalities of XYZ. They will also have to perform business development activities by connecting with potential ABC customers and create demand interest for the product. This internship will spruce the functional, managerial, and business development skill sets and will be instrumental for accelerated career growth.</p>
"
p373,Ahmedabad,DIGITAL,Good Programming Skills,"<p>Training ML Models on Data Sets for Document Search</p>
"
p374,Ahmedabad,DIGITAL,Good Programming Skills,"<p>Python Coding for Application Development of Document Storage and Search</p>
"
p375,Trivandrum,DIGITAL,Good Programming Skills,"<p>Level by level education tool using AR.The user should first register in the app with details like name, age etc. Virtual objects to be displayed on detecting stickers which act as AR markers. There will be 26 markers corresponding to 26 English alphabets. On detecting a marker, the application would display a question and the user has to select the correct answer. The question can be in the form of video, animation or text or combinations of the above. On answering the question correctly, a simple numerical question (numerical addition and subtraction) will again be displayed to the user. The next question to be displayed depending on some predefined criteria ; for example only one question need to the answered correctly or both questions need to be answered correctly. The user will be given with a clue regarding the position of the next marker once he/ she answers the numerical question correctly. The user would thus have to solve each level (marker) and proceed to complete the application. Success and failure messages to be displayed. Scoring to be done based on the chances taken for answering correctly.</p>
"
p379,Trivandrum,DIGITAL,Good Programming Skills,"<p>Application to control alexa through voice commands from tablet/ phone. Alexa to be controlled based on voice commands from the application. The application would have different buttons to trigger the voice commands; each button corresponding to a different voice command / sub command. Button list should be scrollable.</p>
"
p380,Kochi,DIGITAL,Good Programming Skills,"<p>In the new era of Machine Learning, quality data is a real constraint for generating ML models. Even if data is available due to policy and privacy constraints data cannot be shared for consuming into machine learning models. Synthetic data generation is a method by which data can be anomalies without loosing the generalized information. Provided a data set the associate has to create a machine learning model by which new data can be generated which will have similar features on the training data.</p>
"
p382,Kochi,DIGITAL,Good Programming Skills,"<p>Collect data from sensors and induce it to cloud which enables real time visualizations(web/mob/AR-VR)</p>
"
p383,Kochi,DIGITAL,Good Programming Skills,"<p>Sales forecasing is one of the challenging tasks for any organization. This project aims to develop a solution to forecast sales for a given set of products in an organization.</p>
"
p385,Mumbai,DIGITAL,Good Programming Skills,"<p>Automation in Domain name assignment and IP address assignment</p>
"
p386,Chennai,PHYGITAL,"SQL Server,Spark,Good Programming Skills","<p>We are the Talent  team working towards building learning solutions for learners. We work on various tracks like creating learning apps, games and simulators for enhanced learners experience . One such initiative is the General Purpose Simulator or a Digital Twin for simulating business scenarios for learning. You as an Intern joining the team will be working on a business problem where you have to collect , analyse data and deliver insights for solving the business problem . Your will be involved in the design, development and testing of the Digital Twin.</p>
"
p387,Hyderabad,PHYGITAL,Good Programming Skills,"<p>We are the Talent  team working towards building learning solutions for learners. We work on various tracks like creating learning apps, games and simulators for enhanced learners experience . One such initiative is AI Based Content Authoring Tool and AI based Soft Skill Assessment. You as an Intern joining the team will be working on a business problem where you have to collect , analyse data and deliver insights for solving the business problem . Your will be involved in the design, development and testing of the AI Based Content Authoring tool and Soft Skill Assessment tool.</p>
"
p390,Mumbai,PHYGITAL,"Javascript,Good Programming Skills,Google DialogFLow (Small Talk),Abby & Python,ML techniques,Tesseract","<p>First generation Chatbots have proved to be useful for handling first level of support for customer service queries. Most enterprises have deployed chatbots on their websites to enable quick support for standard queries. The chatbots dip into the content available on the site as FAQ or execute standard query transactions to the backend to formulate a response. The focus of the chatbot is on the intent of the customer With the advances in technology, chabots today can determine the emotional quotient of the query as well. Such chatbots have a great role to play in issues plaguing our society. In a corporate environment HR plays the role of interacting and ensuring the wellbeing of employees. Your job is to develop a chatbot that recognizes the emotional aspect of a query and engage with the person. Need to develop using open source chatbot frameworks</p>
"
